6	0.036635	0.36083
33	0.07076	0.51787
40	0.09501333333333334	0.5732949999999999
41	0.09856333333333334	0.6008216666666667
67	0.10326333333333336	0.6028249999999999
74	0.11479333333333339	0.6571016666666668
99	0.11604999999999999	0.6762483333333333
104	0.12434166666666666	0.6392599999999999
110	0.1306633333333333	0.654745
114	0.12858333333333336	0.6477683333333335
129	0.12313666666666673	0.6576983333333333
139	0.11626666666666668	0.6756450000000002
169	0.14692333333333335	0.7302816666666668
171	0.13295833333333332	0.6848083333333335
200	0.1346583333333333	0.689035
