30,6,42,7,38
0,3,14,33,24
37,2,41,9,43
3,7,0,45,47
21,17,9,41,10
34,17,39,44,8
47,40,24,11,15
3,5,12,10,42
31,39,8,34,14
3,18,9,25,20
40,10,5,23,11
47,2,6,49,41
13,42,7,41,18
45,24,13,0,21
31,14,41,10,16
20,9,7,42,35
14,32,5,9,37
38,18,24,11,20
17,1,27,13,11
38,24,47,1,49
13,9,42,33,11
14,4,43,2,5
29,40,46,26,16
13,29,22,4,5
0,5,35,44,36
9,46,47,19,1
34,28,8,39,40
3,34,11,30,12
35,33,49,10,27
10,36,43,25,12
0,45,6,15,35
3,43,11,26,19
34,45,40,24,47
5,4,16,44,34
18,20,43,25,34
38,47,41,23,48
18,20,14,27,21
19,13,9,39,16
14,22,4,11,3
30,5,11,20,2
15,36,18,46,35
23,3,5,19,16
13,19,2,41,38
39,28,33,13,49
7,35,26,37,45
6,44,28,1,12
25,8,41,44,29
32,37,16,28,31
14,45,44,10,19
12,44,5,23,40
38,31,8,22,2
21,30,24,14,43
40,49,4,35,31
49,10,15,9,4
44,37,45,28,9
26,4,33,47,35
41,10,3,28,34
4,15,43,16,41
35,32,46,1,41
7,41,32,40,22
4,47,24,29,15
27,33,47,1,43
20,15,4,9,17
26,6,36,2,19
34,0,6,29,19
1,20,21,26,8
45,40,18,38,47
2,49,15,32,18
2,27,29,22,20
48,33,41,30,4
25,47,27,13,18
36,11,27,4,23
10,17,27,29,13
9,0,34,37,27
46,13,8,17,29
22,18,19,15,3
38,37,5,16,34
15,22,31,45,44
30,38,9,4,27
45,6,13,30,14
44,2,19,28,10
26,22,14,0,36
44,19,6,27,40
14,31,2,41,15
33,24,6,3,20
34,12,30,49,11
11,41,34,20,38
14,5,22,0,41
4,42,25,41,7
46,37,21,16,45
22,40,26,36,15
18,48,41,2,49
3,7,24,14,41
44,32,19,22,38
44,41,34,23,43
21,11,31,8,13
37,27,45,25,8
37,8,38,34,20
9,3,44,20,49
31,3,45,35,26
20,1,28,47,7
46,48,28,1,35
24,11,43,0,40
37,36,48,17,19
13,38,37,44,25
29,40,43,2,47
30,5,45,15,23
21,45,37,34,2
38,37,44,31,29
17,16,8,2,28
10,39,24,25,2
40,4,37,43,5
23,29,30,11,3
33,37,42,38,7
3,25,24,35,6
17,19,33,8,29
2,22,32,49,15
40,9,25,13,12
26,37,5,3,21
38,35,10,5,18
48,22,8,35,17
7,6,32,3,2
7,31,38,9,29
43,11,5,28,25
21,17,22,29,15
45,5,37,38,42
34,9,7,3,25
28,15,43,10,47
18,43,29,39,32
48,23,39,15,37
22,4,26,47,39
15,39,31,10,44
26,40,18,20,39
5,41,34,37,36
14,16,26,30,0
40,18,35,11,48
4,17,27,1,16
3,38,10,13,21
47,28,31,18,27
42,9,8,49,12
40,29,11,25,3
15,32,12,39,11
7,29,8,17,37
25,21,23,17,14
46,4,33,6,39
40,32,34,8,9
25,20,39,1,24
34,41,11,9,38
10,5,48,42,39
25,26,5,46,49
39,18,34,10,0
47,24,19,2,9
16,1,18,49,5
4,19,37,29,6
38,46,8,5,16
18,1,44,9,3
15,30,47,37,0
47,9,15,45,49
37,34,10,9,39
30,6,46,20,1
3,32,30,40,16
45,7,40,15,38
34,32,9,37,43
27,21,19,47,39
20,21,6,22,31
37,26,7,47,18
46,39,27,32,8
23,0,20,36,22
29,22,2,9,30
16,41,2,49,22
30,0,20,25,17
33,34,0,2,14
27,45,22,1,17
47,0,1,45,41
7,33,24,30,12
39,12,2,15,35
32,43,11,1,3
6,33,38,10,48
12,49,14,24,29
4,19,25,18,34
29,39,41,36,0
29,24,34,39,23
37,44,3,12,28
18,22,38,42,14
23,36,33,27,45
33,24,32,49,44
1,28,7,8,43
5,34,11,17,6
10,4,3,12,8
49,23,41,6,38
11,26,42,13,49
40,36,6,31,26
19,11,0,34,33
36,45,7,25,13
26,34,7,24,10
35,45,3,25,12
3,29,25,11,16
16,0,36,46,38
22,12,13,0,19
48,44,13,10,35
