19,2,6,37,42
40,19,2,8,36
30,47,16,34,29
32,8,9,12,42
5,12,8,39,7
49,2,10,9,6
47,5,15,17,18
11,25,2,4,7
3,10,28,44,39
23,9,12,36,37
6,42,3,30,14
3,36,44,28,21
34,2,39,7,10
17,46,45,11,20
49,45,16,36,17
17,14,8,47,5
27,29,49,0,46
13,3,18,16,28
47,42,17,34,38
43,11,41,9,44
18,45,2,49,24
36,19,28,4,9
4,21,6,46,20
20,8,11,14,13
29,38,11,23,40
16,34,48,20,49
47,11,19,2,17
12,27,31,32,8
9,31,5,10,46
30,15,44,18,29
13,49,38,24,30
38,39,11,23,16
22,35,29,18,28
25,41,31,8,18
42,25,49,37,33
46,16,37,17,42
23,37,36,43,21
1,8,39,16,45
20,9,45,41,19
25,19,11,4,47
27,5,16,47,28
28,43,20,17,6
5,32,47,30,43
7,13,43,8,33
16,19,48,18,14
0,17,23,41,10
2,0,18,10,4
0,33,21,8,37
36,25,32,9,39
2,7,33,17
47,15,35,40
35,4,34,13
35,0,19,18
42,8,13,23
6,32,27,14
6,35,47,48
13,39,11,15
18,29,34,8
39,42,10,38
39,33,1,6
15,36,6,17
11,21,23,2
4,32,27,26
48,39,36,10
8,1,37,47
36,1,30,33
31,12,38,30
40,31,18,1
27,23,30,8
40,22,38,3
46,34,24,17
0,25,41,27
26,2,43,47
7,36,30,45
25,11,14,36
42,47,12,2
26,44,16,5
21,34,16,33
15,3,26,18
23,29,40,45
40,28,22,20
16,22,28,30
30,19,46,0
36,11,45,2
22,23,15,8
9,11,26,1
43,46,13,10
5,43,10,26
1,2,37,44
43,25,21,6
7,16,25,36
30,48,3,41
4,39,26,46
13,10,1,29
41,10,9,13
35,17,41,4
30,25,14,11
32,27,10,2
37,36,28,20
29,25,16,48
11,4,36,0
19,14,22,27
7,19,37,6
20,40,11,36
1,32,14,2
20,27,37,30
11,14,30,3
3,14,7,33
24,15,22,46
2,13,1,45
42,16,32,19
32,11,25,19
46,11,38,7
16,34,47,0
29,43,5,44
31,32,15,45
3,40,21,10
16,39,7,25
23,0,21,25
35,45,44,6
37,30,41,14
34,38,32,44
11,15,2,9
6,32,36,48
12,21,37,33
26,3,45,35
43,0,19,10
5,45,7,36
44,9,15,42
1,34,28,9
20,9,32,35
34,48,43,25
18,20,27,17
29,16,42,20
24,22,42,26
30,22,16,0
33,27,7,5
25,26,16,2
27,29,42,17
34,11,6,42
4,12,42,10
41,19,30,32
27,3,35,10
23,1,32,25
18,41,35,4
7,43,45,41
35,20,40,18
11,38,29,28
34,33,38,23
3,46,13,8
47,38,23,29
6,8,48,47
22,45,42,48
9,28,6,45
37,28,1,5
40,32,26,23
47,39,32,25
16,34,20,7
23,18,8,20
26,47,31,24
34,47,14,2
30,23,20,3
12,38,20,25
35,25,7,3
33,31,18,29
0,20,41,19
42,31,1,45
39,14,36,23
48,12,33,38
33,20,43,15
8,47,43,37
35,48,36,14
8,17,21,12
4,6,18,0
26,37,19,14
37,13,24,10
21,11,26,2
33,24,5,40
5,10,37,45
35,12,36,42
41,32,3,47
43,11,32,44
48,27,34,12
5,48,31,33
41,2,34,9
48,27,45,31
48,6,29,16
4,0,21,7
21,12,4,32
24,32,33,30
0,17,23,8
36,30,6,5
11,9,2,31
26,0,3,31
0,13,19,1
48,2,42,28
16,7,27,28
13,45,22,3
37,8,16,17
24,40,26,35
