36,46,38,22,31
2,29,26,32,38
39,14,22,45,31
46,41,15,39,29
15,42,37,8,19
14,10,45,7,44
5,2,42,39,15
9,39,13,25,16
48,33,18,14,36
27,14,29,6,36
2,37,39,25,32
46,38,7,43,33
46,25,33,5,15
33,0,22,19,4
4,24,14,31,40
29,1,46,28,47
38,24,27,10,5
18,5,26,47,36
27,33,31,35,2
18,2,38,5,26
3,22,7,6,32
23,7,12,26,17
28,5,29,27,41
44,24,47,27,1
3,40,22,46,0
45,44,4,47,18
28,48,32,21,26
48,6,19,4,33
5,12,31,7,23
41,22,20,17,4
35,42,4,48,21
10,35,43,3,25
17,21,4,35,25
47,44,49,2,4
47,41,48,46,24
36,41,42,10,45
2,43,14,32,27
25,14,45,23,20
40,31,12,18,5
12,45,39,13,15
7,35,49,18,19
40,24,8,39,47
14,32,40,20,42
14,16,41,43,8
48,28,16,21,18
2,30,3,24,5
17,41,37,23,31
32,39,49,16,25
43,46,19,7,3
17,40,39,9
33,0,37,40
38,6,15,40
28,33,6,19
7,44,14,48
39,17,11,37
31,7,41,8
24,41,21,34
41,26,6,44
15,39,22,36
7,26,12,27
45,11,19,29
42,30,7,28
13,37,35,19
6,19,18,25
48,39,34,35
31,7,20,22
41,32,44,28
15,48,35,17
24,6,17,20
16,47,38,14
21,10,24,46
14,38,43,12
21,13,27,33
29,20,2,25
20,13,38,16
11,28,19,35
23,47,6,28
48,42,30,34
46,17,1,47
35,45,16,28
39,34,4,11
24,2,33,39
12,18,44,13
44,17,30,47
34,39,13,37
23,8,13,15
16,26,47,22
8,26,48,0
6,26,27,24
46,41,28,16
8,32,43,37
15,34,45,23
14,43,20,32
28,23,9,21
4,25,28,29
47,39,6,37
14,35,38,3
46,29,21,36
45,46,11,37
29,40,21,39
44,24,14,40
20,15,30,10
2,9,10,17
29,48,10,34
17,32,43,47
27,8,13,35
31,14,13,11
7,21,9,14
5,34,12,29
26,8,46,42
43,41,48,29
22,13,0,26
15,26,8,18
28,45,34,25
45,23,25,14
31,46,35,2
23,6,45,14
12,34,18,9
24,32,4,42
37,46,43,41
21,35,30,14
29,28,6,4
13,2,38,17
19,23,5,41
15,45,32,41
26,2,46,5
29,44,15,2
19,12,20,31
13,25,45,20
17,43,10,2
16,29,19,0
30,0,29,11
26,29,40,5
19,5,24,43
24,4,40,7
6,36,46,0
23,9,35,39
35,30,34,41
9,5,7,25
2,14,26,40
7,14,22,12
14,34,37,31
48,23,19,31
43,4,13,44
16,0,38,31
13,15,41,33
43,26,36,12
28,12,37,17
1,15,46,42
3,44,28,30
46,34,38,14
5,17,27,28
11,21,10,40
9,46,34,32
2,10,11,28
16,41,46,0
22,31,12,10
21,23,2,14
30,23,32,1
37,30,4,48
27,30,24,46
2,33,6,11
48,7,47,34
41,22,3,34
25,22,41,45
14,20,15,33
44,41,33,42
24,42,1,23
20,23,24,36
7,33,2,20
13,0,20,11
0,3,6,39
17,9,32,3
6,22,17,25
36,15,28,26
47,6,1,44
20,4,15,6
48,39,0,21
40,46,32,20
10,40,44,43
41,31,47,5
22,32,10,3
21,28,15,39
12,0,10,48
41,14,38,27
26,43,23,47
37,14,43,8
31,46,21,23
6,14,12,42
4,35,29,34
48,15,4,28
29,24,32,22
25,5,46,37
24,20,21,37
45,10,31,3
24,3,27,0
12,38,3,19
23,31,41,11
35,2,4,36
37,32,24,20
