7,19,18,2,24
43,16,42,10,7
22,10,30,41,9
13,4,6,7,33
37,7,44,26,32
25,17,41,12,40
45,20,10,7,17
29,47,43,18,13
32,25,39,20,10
30,20,24,9,12
17,37,13,22,16
40,11,38,30,24
3,37,49,39,1
49,27,45,32,7
17,24,30,7,7
47,36,42,34,30
32,10,49,3,1
49,45,46,40,13
7,1,22,46,5
11,5,34,12,28
21,6,42,15,4
15,22,48,29,35
24,15,37,49,13
27,21,49,19,30
18,9,29,49,10
8,4,11,10,19
7,40,46,7,9
14,5,1,1,22
43,13,45,1,9
18,34,49,28,19
43,0,48,21,2
4,13,18,0,49
32,28,47,9,5
9,20,29,25,35
7,44,49,16,24
25,14,25,49,6
7,20,49,29,16
17,29,7,49,31
13,1,49,29,14
30,4,45,23,13
20,0,43,46,1
41,34,37,32,2
45,13,23,25,9
11,20,7,16,4
28,7,45,1,11
49,14,43,40,11
13,1,40,25,46
7,32,42,3,24
18,4,47,5,41
48,8,43,0,14
12,2,25,19,1
16,8,30,9,15
12,7,35,49,10
22,20,41,0,32
11,3,32,46,13
21,8,25,3,30
30,1,37,49,19
18,8,45,17,27
40,32,43,30,10
12,2,36,13,40
6,2,30,17,28
15,24,46,0,3
35,10,43,1,45
39,36,27,24,15
40,32,45,21,24
3,39,37,41,30
16,2,35,11,25
10,8,16,21,7
5,20,49,32,37
45,1,37,42,35
4,48,7,7,17
3,23,42,31,24
4,39,41,49,48
28,7,40,3,17
1,3,28,0,17
2,19,29,43,22
25,46,32,1,14
1,22,36,28,16
6,12,21,16,7
37,32,45,42,31
34,15,41,30,4
37,7,37,15,39
25,12,37,29,21
41,2,42,21,10
7,16,30,36,23
15,7,37,25,33
7,4,6,0,29
43,1,40,27,39
28,35,48,47,12
19,7,36,25,23
32,12,46,14,11
34,0,28,22,5
12,25,49,38,1
12,43,6,3,48
17,6,13,31,4
4,18,30,11,49
45,10,49,41,14
43,32,49,14,24
17,1,49,18,15
2,18,39,1,35
13,2,25,27,23
13,5,45,19,11
44,10,47,1,25
47,29,35,21,37
28,42,43,1,41
37,40,46,34,28
7,4,40,11,37
24,2,46,16,30
9,2,32,12,1
10,31,37,18,20
11,29,39,16,6
34,1,36,19,31
42,41,37,17,24
45,2,22,17,28
45,39,47,35,20
21,5,42,1,35
23,16,7,28,12
41,11,12,9,10
24,8,10,14,9
13,15,49,11,18
16,7,25,28,5
3,4,39,8,35
0,31,7,18,11
40,0,43,7,29
8,1,38,15,5
34,11,25,32,28
43,22,46,34,41
19,18,49,17,35
10,19,20,11,38
7,9,49,48,28
47,15,48,49,30
47,35,46,24,19
18,13,47,19,25
18,0,13,3,10
46,32,37,23,27
1,46,49,9,2
3,9,32,34,49
13,19,27,8,20
25,16,27,10,19
14,16,25,13,40
12,36,32,35,19
13,23,32,20,46
16,3,35,0,43
20,35,13,40,7
39,13,46,25,7
29,4,30,5,26
8,1,34,22,2
19,24,44,35,4
43,4,49,13,17
15,39,17,15,7
47,1,25,15,40
41,25,31,21,11
19,16,42,45,28
13,46,35,21,27
41,16,49,32,7
32,7,19,18,17
48,7,43,9,2
35,2,32,29,12
4,14,26,48,25
10,6,42,1,21
1,5,37,30,31
42,21,29,0,3
17,12,43,0,37
25,28,47,7,19
16,17,22,37,20
40,32,49,18,27
1,10,16,0,11
0,3,40,41,35
25,8,21,20,4
1,11,25,40,49
17,32,16,1,42
29,13,38,9,4
14,18,32,7,39
22,17,28,13,5
37,5,16,21,24
7,5,42,33,20
42,40,44,17,5
43,5,37,14,19
46,42,43,35,32
42,18,48,12,10
11,12,47,46,13
14,49,23,7,30
45,7,49,20,38
12,28,47,31,14
29,5,37,12,1
10,7,18,19,13
17,7,27,3,20
8,4,16,11,17
16,28,46,48,7
7,1,16,18,45
48,32,49,12,34
11,17,28,18,15
6,24,46,10,7
6,19,30,14,17
22,17,17,15,42
42,6,34,2,4
44,4,18,0,1
40,30,49,27,9
7,25,17,0,41
28,48,49,7,16
